device_id,pm25,pm10,co2,temperature,humidity,timestamp
node-01,43.5,64.9,477,35.4,61.4,2026-09-09T14:00:00
node-01,45.3,64.0,459,35.8,58.5,2026-09-09T15:00:00
node-01,42.9,68.8,494,35.4,66.5,2026-09-09T16:00:00
node-01,44.6,65.8,487,34.3,62.5,2026-09-09T17:00:00
node-01,61.4,88.4,442,34.5,61.8,2026-09-09T18:00:00
node-01,55.3,90.9,474,33.5,66.1,2026-09-09T19:00:00
node-01,61.9,102.1,503,32.2,69.4,2026-09-09T20:00:00
node-01,44.3,67.3,467,31.7,72.6,2026-09-09T21:00:00
node-01,47.1,78.4,491,30.5,75.7,2026-09-09T22:00:00
node-01,38.1,54.0,489,28.8,79.1,2026-09-09T23:00:00
node-01,34.4,56.4,494,28.3,74.7,2026-09-10T00:00:00
node-01,35.6,59.6,511,26.8,82.4,2026-09-10T01:00:00
node-01,41.9,68.4,571,27.9,85.8,2026-09-10T02:00:00
node-01,52.1,74.5,561,26.4,82.7,2026-09-10T03:00:00
node-01,56.6,83.0,587,27.2,80.7,2026-09-10T04:00:00
node-01,50.6,79.8,553,27.4,79.5,2026-09-10T05:00:00
node-01,52.3,82.1,505,27.7,80.0,2026-09-10T06:00:00
node-01,54.6,84.5,517,29.1,78.8,2026-09-10T07:00:00
node-01,64.2,93.8,498,30.4,77.4,2026-09-10T08:00:00
node-01,48.9,77.1,490,31.7,70.3,2026-09-10T09:00:00
node-01,47.8,80.4,478,32.1,69.5,2026-09-10T10:00:00
node-01,46.6,76.3,511,33.9,65.3,2026-09-10T11:00:00
node-01,37.1,60.7,447,34.4,66.1,2026-09-10T12:00:00
node-01,39.5,63.9,472,35.9,60.1,2026-09-10T13:00:00
node-01,41.8,66.1,479,36.4,57.9,2026-09-10T14:00:00
node-01,44.5,72.3,476,35.7,65.7,2026-09-10T15:00:00
node-01,51.2,81.5,492,35.8,59.0,2026-09-10T16:00:00
node-01,53.7,76.9,484,35.4,61.6,2026-09-10T17:00:00
node-01,59.4,89.9,468,34.1,63.3,2026-09-10T18:00:00
node-01,54.4,78.8,461,34.0,67.7,2026-09-10T19:00:00
node-01,57.4,83.3,478,31.8,71.2,2026-09-10T20:00:00
node-01,55.4,87.8,491,31.0,72.1,2026-09-10T21:00:00
node-01,47.6,68.1,474,30.0,76.4,2026-09-10T22:00:00
node-01,42.0,62.3,468,28.9,78.6,2026-09-10T23:00:00
node-01,23.2,34.5,510,23.4,78.2,2026-09-11T00:00:00
node-01,27.6,39.3,527,23.2,81.0,2026-09-11T01:00:00
node-01,25.3,39.5,534,22.9,87.4,2026-09-11T02:00:00
node-01,26.8,39.3,578,22.4,84.7,2026-09-11T03:00:00
node-01,33.1,51.7,577,23.1,83.1,2026-09-11T04:00:00
node-01,36.9,57.6,547,23.3,80.7,2026-09-11T05:00:00
node-01,48.8,78.8,555,22.8,80.4,2026-09-11T06:00:00
node-01,42.4,69.0,511,25.2,83.1,2026-09-11T07:00:00
node-01,44.1,74.8,509,24.4,77.8,2026-09-11T08:00:00
node-01,34.7,58.1,520,27.2,72.8,2026-09-11T09:00:00
node-01,29.2,48.5,498,28.2,66.2,2026-09-11T10:00:00
node-01,25.2,39.7,485,29.2,61.3,2026-09-11T11:00:00
node-01,28.9,45.1,487,29.8,65.2,2026-09-11T12:00:00
node-01,25.3,37.5,477,31.1,63.8,2026-09-11T13:00:00
node-01,29.5,43.4,471,31.2,55.9,2026-09-11T14:00:00
node-01,29.8,44.2,468,30.8,60.2,2026-09-11T15:00:00
node-01,39.0,59.8,510,31.4,59.0,2026-09-11T16:00:00
node-01,37.9,62.4,489,30.7,58.2,2026-09-11T17:00:00
node-01,39.5,59.0,479,29.8,63.5,2026-09-11T18:00:00
node-01,46.5,76.7,481,29.3,64.7,2026-09-11T19:00:00
node-01,40.9,67.4,468,27.5,68.8,2026-09-11T20:00:00
node-01,33.1,48.1,494,27.2,70.1,2026-09-11T21:00:00
node-01,37.0,59.4,464,25.6,77.0,2026-09-11T22:00:00
node-01,36.1,57.6,473,24.5,76.6,2026-09-11T23:00:00
node-01,,49.7,496,24.5,78.3,2026-09-12T00:00:00
node-01,30.9,52.2,504,23.8,80.8,2026-09-12T01:00:00
node-01,29.9,47.9,557,23.8,81.8,2026-09-12T02:00:00
node-01,26.9,40.7,536,23.2,81.8,2026-09-12T03:00:00
node-01,44.7,71.2,587,23.9,82.4,2026-09-12T04:00:00
node-01,38.2,62.3,569,24.7,80.3,2026-09-12T05:00:00
node-01,41.7,67.4,521,24.0,74.8,2026-09-12T06:00:00
node-01,46.9,75.6,519,25.5,77.4,2026-09-12T07:00:00
node-01,38.1,63.7,492,26.6,73.0,2026-09-12T08:00:00
node-01,40.7,58.2,480,28.2,73.1,2026-09-12T09:00:00
node-01,36.2,54.3,503,29.5,69.9,2026-09-12T10:00:00
node-01,31.8,47.0,467,30.0,69.8,2026-09-12T11:00:00
node-01,21.7,30.8,462,31.5,62.0,2026-09-12T12:00:00
node-01,29.5,48.9,484,32.1,62.6,2026-09-12T13:00:00
node-01,34.2,51.1,470,32.2,57.0,2026-09-12T14:00:00
node-01,34.6,48.5,499,32.4,63.3,2026-09-12T15:00:00
node-01,28.7,40.9,481,31.9,58.5,2026-09-12T16:00:00
node-01,39.8,58.1,482,31.9,61.8,2026-09-12T17:00:00
node-01,47.8,75.9,500,31.2,66.6,2026-09-12T18:00:00
node-01,43.7,63.4,493,30.4,64.5,2026-09-12T19:00:00
node-01,42.6,71.0,472,29.5,68.8,2026-09-12T20:00:00
node-01,44.3,74.2,513,27.8,72.8,2026-09-12T21:00:00
node-01,35.0,50.8,460,26.5,77.3,2026-09-12T22:00:00
node-01,31.9,45.1,498,26.3,77.9,2026-09-12T23:00:00
node-01,25.8,40.4,505,24.4,80.7,2026-09-13T00:00:00
node-01,27.3,43.6,537,23.9,85.1,2026-09-13T01:00:00
node-01,34.5,49.5,554,23.6,84.2,2026-09-13T02:00:00
node-01,30.0,43.8,579,23.2,82.4,2026-09-13T03:00:00
node-01,35.6,53.4,603,24.1,83.6,2026-09-13T04:00:00
node-01,37.3,53.2,553,23.3,82.2,2026-09-13T05:00:00
node-01,45.8,68.2,584,24.5,80.7,2026-09-13T06:00:00
node-01,45.3,67.7,542,25.6,77.1,2026-09-13T07:00:00
node-01,47.9,69.5,480,26.4,76.8,2026-09-13T08:00:00
node-01,44.5,64.7,502,27.0,75.0,2026-09-13T09:00:00
node-01,37.4,59.6,460,29.1,68.0,2026-09-13T10:00:00
node-01,32.6,49.7,477,29.5,64.1,2026-09-13T11:00:00
node-01,26.7,37.6,489,30.7,60.0,2026-09-13T12:00:00
node-01,31.1,47.4,476,32.0,62.1,2026-09-13T13:00:00
node-01,26.9,42.3,456,31.2,58.2,2026-09-13T14:00:00
node-01,25.4,36.3,476,32.2,58.7,2026-09-13T15:00:00
node-01,29.3,45.9,498,32.3,60.4,2026-09-13T16:00:00
node-01,44.6,74.1,456,32.2,62.7,2026-09-13T17:00:00
node-01,47.7,76.0,483,30.8,64.4,2026-09-13T18:00:00
node-01,39.7,60.9,489,30.4,67.6,2026-09-13T19:00:00
node-01,40.7,57.0,490,29.5,70.4,2026-09-13T20:00:00
node-01,37.3,59.7,479,28.2,71.4,2026-09-13T21:00:00
node-01,30.1,47.7,485,26.1,75.6,2026-09-13T22:00:00
node-01,31.7,47.6,469,26.1,73.5,2026-09-13T23:00:00
node-01,31.5,45.4,500,24.5,77.4,2026-09-14T00:00:00
node-01,32.8,49.8,548,23.3,83.3,2026-09-14T01:00:00
node-01,21.6,35.7,557,22.9,81.8,2026-09-14T02:00:00
node-01,32.5,50.4,559,23.2,83.9,2026-09-14T03:00:00
node-01,28.5,47.8,571,23.7,86.0,2026-09-14T04:00:00
node-01,34.3,57.1,574,23.6,82.3,2026-09-14T05:00:00
node-01,44.7,75.5,528,25.1,80.1,2026-09-14T06:00:00
node-01,45.2,67.3,492,25.4,74.2,2026-09-14T07:00:00
node-01,42.6,67.6,490,26.6,76.9,2026-09-14T08:00:00
node-01,32.5,50.4,456,27.7,70.3,2026-09-14T09:00:00
node-01,28.1,45.0,484,28.5,70.5,2026-09-14T10:00:00
node-01,34.6,53.9,458,30.3,66.2,2026-09-14T11:00:00
node-01,29.5,43.8,471,31.0,67.3,2026-09-14T12:00:00
node-01,29.5,48.5,476,32.4,64.0,2026-09-14T13:00:00
node-01,29.8,43.8,460,32.4,56.9,2026-09-14T14:00:00
node-01,35.2,59.4,473,32.7,59.7,2026-09-14T15:00:00
node-01,35.0,57.2,500,32.7,57.7,2026-09-14T16:00:00
node-01,36.1,56.5,459,31.2,59.5,2026-09-14T17:00:00
node-01,47.8,69.6,500,31.3,65.6,2026-09-14T18:00:00
node-01,45.2,71.2,477,30.1,67.8,2026-09-14T19:00:00
node-01,47.1,66.7,490,29.5,67.8,2026-09-14T20:00:00
node-01,36.7,60.0,473,27.7,73.3,2026-09-14T21:00:00
node-01,30.9,48.2,479,26.9,75.9,2026-09-14T22:00:00
node-01,29.8,48.4,488,24.3,76.7,2026-09-14T23:00:00
node-01,22.9,38.3,483,23.0,78.7,2026-09-15T00:00:00
node-01,21.3,35.9,546,22.3,84.0,2026-09-15T01:00:00
node-01,27.0,44.3,527,22.2,83.8,2026-09-15T02:00:00
node-01,,24.1,558,22.6,83.3,2026-09-15T03:00:00
node-01,25.8,42.8,547,22.1,84.0,2026-09-15T04:00:00
node-01,41.1,65.5,557,23.3,81.2,2026-09-15T05:00:00
node-01,39.4,55.8,545,23.6,78.0,2026-09-15T06:00:00
node-01,42.8,68.0,531,24.3,78.2,2026-09-15T07:00:00
node-01,36.8,59.9,482,24.9,73.5,2026-09-15T08:00:00
node-01,39.8,59.3,503,27.2,73.8,2026-09-15T09:00:00
node-01,26.7,41.7,468,28.0,70.4,2026-09-15T10:00:00
node-01,28.5,45.7,478,29.5,64.2,2026-09-15T11:00:00
node-01,30.2,47.3,474,29.8,63.7,2026-09-15T12:00:00
node-01,28.5,46.3,475,30.8,60.6,2026-09-15T13:00:00
node-01,23.5,34.5,479,31.1,59.3,2026-09-15T14:00:00
node-01,32.2,54.1,456,31.6,59.9,2026-09-15T15:00:00
node-01,32.6,52.7,482,30.6,60.6,2026-09-15T16:00:00
node-01,40.5,67.6,492,30.3,63.6,2026-09-15T17:00:00
node-01,,55.1,470,29.6,65.4,2026-09-15T18:00:00
node-01,44.2,67.7,504,29.0,65.1,2026-09-15T19:00:00
node-01,37.3,55.6,483,27.5,68.5,2026-09-15T20:00:00
node-01,37.4,58.4,473,26.5,76.2,2026-09-15T21:00:00
node-01,35.6,50.2,482,25.1,74.1,2026-09-15T22:00:00
node-01,22.7,38.6,474,23.7,78.6,2026-09-15T23:00:00
node-01,40.9,60.8,474,27.5,81.0,2026-09-16T00:00:00
node-01,36.0,59.1,491,27.0,81.6,2026-09-16T01:00:00
node-01,44.5,71.1,573,27.4,82.9,2026-09-16T02:00:00
node-01,42.2,59.9,578,26.5,84.4,2026-09-16T03:00:00
node-01,41.1,63.1,582,27.8,85.2,2026-09-16T04:00:00
node-01,41.8,69.0,557,27.2,84.9,2026-09-16T05:00:00
node-01,51.4,84.8,556,27.5,80.3,2026-09-16T06:00:00
node-01,53.2,82.3,540,28.3,78.3,2026-09-16T07:00:00
node-01,56.0,89.2,503,30.0,76.4,2026-09-16T08:00:00
node-01,51.4,84.5,494,31.0,69.7,2026-09-16T09:00:00
node-01,48.0,67.5,506,32.8,69.6,2026-09-16T10:00:00
node-01,46.3,65.6,485,33.3,67.3,2026-09-16T11:00:00
node-01,39.6,64.0,479,34.1,62.1,2026-09-16T12:00:00
node-01,48.3,70.1,478,35.3,59.2,2026-09-16T13:00:00
node-01,43.2,63.9,500,35.4,58.6,2026-09-16T14:00:00
node-01,42.9,61.5,494,35.8,63.8,2026-09-16T15:00:00
node-01,46.9,72.4,485,35.4,60.0,2026-09-16T16:00:00
node-01,54.3,78.1,491,34.4,59.3,2026-09-16T17:00:00
node-01,53.0,80.1,465,34.8,64.2,2026-09-16T18:00:00
node-01,59.0,93.0,465,33.3,62.6,2026-09-16T19:00:00
node-01,58.9,86.6,492,32.5,67.6,2026-09-16T20:00:00
node-01,,87.2,501,30.9,71.5,2026-09-16T21:00:00
node-01,44.5,67.1,467,30.3,77.5,2026-09-16T22:00:00
node-01,39.1,58.0,486,28.6,75.0,2026-09-16T23:00:00
node-01,36.2,56.7,499,27.9,82.2,2026-09-17T00:00:00
node-01,39.3,62.8,487,27.2,80.2,2026-09-17T01:00:00
node-01,41.2,61.9,555,26.2,82.6,2026-09-17T02:00:00
node-01,41.7,59.5,561,27.2,87.6,2026-09-17T03:00:00
node-01,44.3,62.5,576,25.9,87.4,2026-09-17T04:00:00
node-01,48.0,80.8,541,27.4,79.8,2026-09-17T05:00:00
node-01,51.2,76.1,517,28.4,81.1,2026-09-17T06:00:00
node-01,58.5,86.1,520,29.1,78.0,2026-09-17T07:00:00
node-01,52.8,83.2,510,29.3,74.7,2026-09-17T08:00:00
node-01,47.6,79.7,514,30.5,76.2,2026-09-17T09:00:00
node-01,47.2,74.2,514,32.2,70.9,2026-09-17T10:00:00
node-01,38.6,63.3,515,34.1,64.9,2026-09-17T11:00:00
node-01,36.7,57.6,443,34.4,60.2,2026-09-17T12:00:00
node-01,35.1,49.4,484,35.1,62.1,2026-09-17T13:00:00
node-01,,59.0,470,35.9,59.7,2026-09-17T14:00:00
node-01,42.5,68.1,486,35.7,59.3,2026-09-17T15:00:00
node-01,40.7,60.3,505,36.0,59.4,2026-09-17T16:00:00
node-01,52.9,87.9,503,35.1,62.9,2026-09-17T17:00:00
node-01,56.9,95.4,485,34.0,60.9,2026-09-17T18:00:00
node-01,56.9,87.9,478,33.0,64.4,2026-09-17T19:00:00
node-01,59.0,100.0,467,32.5,68.1,2026-09-17T20:00:00
node-01,57.7,89.1,488,30.6,71.4,2026-09-17T21:00:00
node-01,,81.8,516,29.3,75.9,2026-09-17T22:00:00
node-01,39.3,62.2,473,28.8,80.5,2026-09-17T23:00:00
node-01,25.6,37.5,511,24.4,78.6,2026-09-18T00:00:00
node-01,29.6,46.6,523,23.8,83.3,2026-09-18T01:00:00
node-01,25.4,36.7,546,23.6,83.3,2026-09-18T02:00:00
node-01,16.8,27.8,561,22.6,83.7,2026-09-18T03:00:00
node-01,27.9,42.4,562,23.3,82.9,2026-09-18T04:00:00
node-01,34.9,52.4,549,23.5,84.4,2026-09-18T05:00:00
node-01,45.9,76.2,541,24.8,80.2,2026-09-18T06:00:00
node-01,49.9,75.2,539,25.2,76.0,2026-09-18T07:00:00
node-01,41.5,66.0,506,26.7,76.1,2026-09-18T08:00:00
node-01,34.4,56.9,473,27.9,72.5,2026-09-18T09:00:00
node-01,31.9,50.8,493,28.8,71.0,2026-09-18T10:00:00
node-01,21.1,32.2,460,30.0,66.4,2026-09-18T11:00:00
node-01,34.8,49.6,471,31.0,64.3,2026-09-18T12:00:00
node-01,28.0,42.5,478,31.6,60.8,2026-09-18T13:00:00
node-01,24.8,37.0,454,32.1,62.0,2026-09-18T14:00:00
node-01,31.6,50.5,476,32.4,58.6,2026-09-18T15:00:00
node-01,31.4,48.2,476,32.7,59.8,2026-09-18T16:00:00
node-01,35.7,56.0,464,31.0,61.2,2026-09-18T17:00:00
node-01,37.6,57.6,,30.7,64.7,2026-09-18T18:00:00
node-01,49.8,74.9,453,29.9,66.0,2026-09-18T19:00:00
node-01,,67.3,480,28.8,70.3,2026-09-18T20:00:00
node-01,35.2,53.4,490,28.0,74.8,2026-09-18T21:00:00
node-01,34.2,50.3,495,26.6,70.7,2026-09-18T22:00:00
node-01,29.7,48.8,504,24.8,80.0,2026-09-18T23:00:00
node-01,26.5,42.1,490,24.6,80.9,2026-09-19T00:00:00
node-01,29.6,43.8,523,23.7,79.2,2026-09-19T01:00:00
node-01,25.4,37.9,540,23.8,76.9,2026-09-19T02:00:00
node-01,26.3,44.3,586,23.9,85.2,2026-09-19T03:00:00
node-01,35.6,58.6,596,23.5,82.7,2026-09-19T04:00:00
node-01,38.6,62.6,545,24.3,82.9,2026-09-19T05:00:00
node-01,48.6,78.0,538,24.4,82.1,2026-09-19T06:00:00
node-01,51.3,75.7,509,25.3,77.0,2026-09-19T07:00:00
node-01,44.5,70.7,505,26.5,76.2,2026-09-19T08:00:00
node-01,38.2,54.0,485,27.8,69.8,2026-09-19T09:00:00
node-01,34.8,49.7,487,28.2,65.8,2026-09-19T10:00:00
node-01,35.4,57.0,488,30.0,65.0,2026-09-19T11:00:00
node-01,30.8,50.6,455,30.7,64.0,2026-09-19T12:00:00
node-01,34.7,53.6,504,31.3,62.2,2026-09-19T13:00:00
node-01,31.1,50.4,492,32.0,64.1,2026-09-19T14:00:00
node-01,,49.7,483,32.2,61.9,2026-09-19T15:00:00
node-01,32.8,46.1,486,32.5,57.7,2026-09-19T16:00:00
node-01,37.0,56.1,464,31.2,61.3,2026-09-19T17:00:00
node-01,42.2,60.5,499,30.8,63.4,2026-09-19T18:00:00
node-01,48.7,75.3,472,30.4,67.5,2026-09-19T19:00:00
node-01,38.6,57.0,476,28.5,70.9,2026-09-19T20:00:00
node-01,40.9,68.2,496,28.4,73.7,2026-09-19T21:00:00
node-01,38.5,58.2,474,26.4,71.5,2026-09-19T22:00:00
node-01,34.3,57.7,485,25.7,77.8,2026-09-19T23:00:00
node-01,23.2,36.8,496,24.0,83.5,2026-09-20T00:00:00
node-01,23.8,36.6,505,22.6,78.8,2026-09-20T01:00:00
node-01,23.5,34.0,548,23.0,83.6,2026-09-20T02:00:00
node-01,30.9,46.7,560,22.5,81.9,2026-09-20T03:00:00
node-01,27.6,45.0,565,22.9,82.9,2026-09-20T04:00:00
node-01,30.2,51.2,575,22.6,81.0,2026-09-20T05:00:00
node-01,40.5,67.1,550,24.5,81.0,2026-09-20T06:00:00
node-01,39.3,65.9,510,24.8,78.5,2026-09-20T07:00:00
node-01,37.8,55.6,512,25.8,74.3,2026-09-20T08:00:00
node-01,34.7,56.8,463,27.3,75.3,2026-09-20T09:00:00
node-01,34.7,51.7,471,28.0,66.3,2026-09-20T10:00:00
node-01,27.9,45.9,466,28.5,68.0,2026-09-20T11:00:00
node-01,23.3,32.7,463,30.2,61.6,2026-09-20T12:00:00
node-01,24.2,37.5,477,30.9,62.2,2026-09-20T13:00:00
node-01,21.9,34.0,486,31.3,62.0,2026-09-20T14:00:00
node-01,33.1,46.8,489,31.3,60.5,2026-09-20T15:00:00
node-01,33.5,52.5,485,30.7,60.6,2026-09-20T16:00:00
node-01,36.8,52.3,468,30.9,59.9,2026-09-20T17:00:00
node-01,40.0,60.2,466,29.9,65.9,2026-09-20T18:00:00
node-01,49.7,84.3,478,29.0,66.4,2026-09-20T19:00:00
node-01,43.2,70.3,493,28.2,68.1,2026-09-20T20:00:00
node-01,44.3,72.9,466,27.6,72.3,2026-09-20T21:00:00
node-01,34.7,54.2,481,25.9,77.4,2026-09-20T22:00:00
node-01,28.3,45.6,471,25.2,78.3,2026-09-20T23:00:00
node-01,,38.8,524,24.3,81.4,2026-09-21T00:00:00
node-01,25.0,40.0,545,23.1,82.1,2026-09-21T01:00:00
node-01,26.8,45.4,554,22.8,84.6,2026-09-21T02:00:00
node-01,29.1,44.7,577,22.5,83.8,2026-09-21T03:00:00
node-01,28.0,40.5,582,22.3,85.1,2026-09-21T04:00:00
node-01,39.9,65.6,559,22.4,79.5,2026-09-21T05:00:00
node-01,46.3,68.7,543,24.2,84.0,2026-09-21T06:00:00
node-01,36.5,57.8,542,24.5,77.0,2026-09-21T07:00:00
node-01,49.9,74.8,492,25.5,74.7,2026-09-21T08:00:00
node-01,37.7,56.3,458,26.8,69.7,2026-09-21T09:00:00
node-01,32.3,54.3,481,28.4,68.0,2026-09-21T10:00:00
node-01,29.9,49.8,489,29.1,62.6,2026-09-21T11:00:00
node-01,22.7,38.1,488,30.8,60.6,2026-09-21T12:00:00
node-01,28.3,46.1,485,30.6,60.6,2026-09-21T13:00:00
node-01,27.5,41.5,502,31.1,58.3,2026-09-21T14:00:00
node-01,27.5,45.5,465,31.2,60.1,2026-09-21T15:00:00
node-01,31.9,47.2,477,30.7,62.1,2026-09-21T16:00:00
node-01,45.3,76.8,493,31.1,59.9,2026-09-21T17:00:00
node-01,42.0,59.3,495,30.1,61.6,2026-09-21T18:00:00
node-01,43.8,68.2,459,29.7,63.5,2026-09-21T19:00:00
node-01,42.5,72.2,476,27.7,68.7,2026-09-21T20:00:00
node-01,31.3,44.3,477,26.8,73.9,2026-09-21T21:00:00
node-01,27.8,44.0,483,26.2,75.9,2026-09-21T22:00:00
node-01,22.3,32.0,487,24.8,73.4,2026-09-21T23:00:00
node-01,25.1,39.6,501,24.1,79.2,2026-09-22T00:00:00
node-01,24.4,40.0,486,23.4,81.4,2026-09-22T01:00:00
node-01,24.6,37.3,554,23.1,81.3,2026-09-22T02:00:00
node-01,23.7,39.7,578,22.3,82.8,2026-09-22T03:00:00
node-01,34.2,52.2,591,22.7,86.8,2026-09-22T04:00:00
node-01,38.3,56.0,566,23.2,81.3,2026-09-22T05:00:00
node-01,42.3,70.4,539,24.2,83.1,2026-09-22T06:00:00
node-01,50.2,74.0,526,24.6,77.2,2026-09-22T07:00:00
node-01,44.9,71.7,500,26.9,76.0,2026-09-22T08:00:00
node-01,34.0,48.1,519,27.1,72.6,2026-09-22T09:00:00
node-01,29.6,48.4,463,28.7,70.9,2026-09-22T10:00:00
node-01,31.6,47.7,487,29.5,66.5,2026-09-22T11:00:00
node-01,27.2,43.7,487,30.5,65.9,2026-09-22T12:00:00
node-01,26.3,42.6,475,30.4,57.3,2026-09-22T13:00:00
node-01,39.0,58.0,462,31.4,59.3,2026-09-22T14:00:00
node-01,28.6,44.9,486,31.3,59.7,2026-09-22T15:00:00
node-01,28.5,48.3,465,31.8,60.4,2026-09-22T16:00:00
node-01,42.5,72.2,458,30.9,62.5,2026-09-22T17:00:00
node-01,46.0,68.3,480,30.6,61.9,2026-09-22T18:00:00
node-01,51.6,77.5,480,29.5,63.3,2026-09-22T19:00:00
node-01,41.6,66.6,491,29.1,67.1,2026-09-22T20:00:00
node-01,32.5,50.7,457,27.0,75.0,2026-09-22T21:00:00
node-01,35.0,56.6,469,26.0,77.4,2026-09-22T22:00:00
node-01,32.5,48.9,450,25.4,77.7,2026-09-22T23:00:00
